id,text,query
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_81_47,"E‐mail ID: __________________________ 
(x) We undertake to inform changes, if any, in the aforesaid details furnished to SEBI, on as and 
when basis. 
 
I, _____________ on behalf of                       , hereby confirm that we fulfil / undertake to fulfil all the 
conditions stated above for becoming a SCSB. 
 
   Name and Signature of Authorised official of the Bank","""SEBI SCSB bank registration process"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_50_1","result as per chapter III of this circular) 
 
Rs. 5,000 per day 
22.  Regulation 34 
 
Non-submission of the Annual Report within the 
period specified under this regulation 
Rs.  2,000 per day 
23.  Regulation 42(2)/42(3)/ 42(4)/42(5) 
 
Delay in/ non -disclosure of record date/ dividend 
declaration or non - compliance with ensuring the 
specified time gap between two record dates/ book 
closure dates 
Rs. 10,000 per in stance of non - 
compliance per item 
24.  Regulation 43A 
 
Non-disclosure of Dividend Distribution Policy in the 
Annual Report and on the website of the entity. 
 
Rs. 25,000 per instance  
25.  Regulation 44(3) 
 
Non-submission of the voting results within the period 
provided under this regulation 
Rs. 10,000 per instance of non - 
compliance","""corporate circular regulation 34 42 43a 44"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_255_35","Page 256 of 261 
 
Sl. 
No
. 
Circular Number Subject Date 
13.  CIR/CFD/FAC/62/201
6 
Revised Formats for Financial Results and 
Implementation of Ind-AS by Listed Entities July 05, 2016 
14.  CIR/CFD/DIL/115/201
6 Disclosures in case of listed insurance companies October 24, 
2016 
15.  SEBI/HO/CFD/CIR/P/
2016/116 
Freezing of Promoter and Promoter group Demat 
accounts for Non -compliance with certain 
provisions of SEBI (Listing Obligations and 
Disclosure Requirements) Regulations, 2015 
October 26, 
2016 
16.  SEBI/HO/CFD/CMD/C
IR/P/2017/004 Guidance Note on Board Evaluation January 05, 
2017 
17.  SEBI/HO/CFD/CMD/C
IR/P/2017/10 Integrated Reporting by Listed Entities February 6, 
2017 
18.  CIR/CFD/CMD/80/201
7 
Disclosure of divergence in the asset classification 
and provisioning by banks July 18, 2017 
19.  CFD/CMD/CIR/P/2017
/115 
Non – compliance with the Minimum Public 
Shareholding (MPS) requirements 
October 10, 
2017 
20.  SEBI/HO/CFD/CMD/C
IR/P/2017/128","""SEBI circulars 2016 2017"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_2_9,"Annexure VIII ................................ ................................ ................................ ..........................  83 
Annexure IX ................................ ................................ ................................ ............................  85 
Annexure X ................................ ................................ ................................ .............................  86 
Annexure XI ................................ ................................ ................................ ............................  91 
Annexure XII ................................ ................................ ................................ ...........................  95 
Annexure XIII ................................ ................................ ................................ ........................  100",Annexure [1-13]
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_68_1","share 
capital) 
 
(XI) 
Number of 
Locked in 
shares  
 
(XII) 
Number of 
Shares 
pledged or 
otherwise 
encumbere
d  
 
(XIII) 
Number of 
equity 
shares held 
in 
demateriali
zed form  
 
(XIV) 
Sub-categorization of 
shares  
 
(XV) 
No of Voting 
Rights 
Total 
as a 
% of 
Total 
Votin
g 
right
s 
Shareholding (No. of 
shares) under 
Cla
ss 
X 
Cla
ss 
Y 
Tot
al 
No.  
(a) 
As a 
% of 
total 
Share
s held  
(b) 
No. 
(a) 
As a 
% of 
total 
share
s 
held  
(b) 
Sub-
categ
ory  
 
(i) 
Sub-
categ
ory  
 
(ii) 
Sub-
categ
ory  
 
(iii) 
(1) Institutions 
(Domestic) 
                              NA         
(a) Mutual 
Funds 
                              NA         
  Name (Xyz)                               NA         
(b) Venture 
Capital 
Funds 
                              NA         
  Name (Xyz)                               NA         
(c) Alternate 
Investment 
Funds 
                              NA         
  Name (Xyz)                               NA","""shareholding pattern"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_236_36","26-Jul 1,060.76  1,060.76  44,519    
27-Jul 1,164.47  1,060.76  7,60,853  Date of material price movement 
28-Jul 1,173.45  1,060.76  2,38,320  Date of rumour confirmation 
31-Jul 1,178.90  1,060.76  88,450  Next trading day after rumour 
confirmation 
01-Aug 1,173.16   1,055.02  68,613    
02-Aug 1,165.71  1,047.57  41,954    
03-Aug 1,163.36  1,045.23  56,267    
04-Aug 1,212.36  1,094.23  5,99,197  T-1 
07-Aug 1,208.33  1,090.20  1,08,762  Relevant Date (T) – Date of Board 
approval to preferential issue to QIBs","""stock price movement over time"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_191_7","Page 192 of 261 
 
PRINCIPLE 5 Businesses should respect and promote human rights 
Essential Indicators 
Q. No.  Field Name Instruction/Guidance 
1 Training on human rights 
issues and policies 
Training programs on human rights issues and 
policies for employees and workers could include 
aspects of human rights that are relevant to 
operations, including the applicability of the human 
rights policies or procedures to the work done by 
employees / workers.  
3 Details of remuneration/ 
salary/ wages (including 
differently abled) 
1. Remuneration: As per Sec. 2(78) of Companies 
Act 2013, Remuneration means any money or its 
equivalent given or passed to any person for 
services rendered by him and includes 
perquisites as defined under the Income -Tax 
Act, 1961 (43 of 1961). 
Reference: http://ebook.mca.gov.in/default.aspx  
2. Salary: As per the Income Tax Act, 1961, salary 
includes: 
i. wages 
ii. any annuity or pension 
iii. any gratuity","""human rights training for employees"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_142_40","Page 143 of 261 
 
S. 
No. 
Particulars Total 
(A) 
Male  Female  
No. (B) %  (B / A) No. (C) % (C / A) 
6.  Total workers  
(F + G) 
     
b. Differently abled Employees and workers: 
 
S. 
No 
Particulars Total 
(A) 
Male Female  
No. (B) %  (B / A) No. (C) % (C / A) 
DIFFERENTLY ABLED EMPLOYEES 
1.  Permanent (D)      
2. Other than 
Permanent (E)  
     
3. Total differently 
abled employees  
(D + E) 
     
DIFFERENTLY ABLED WORKERS 
4. Permanent (F)      
5. Other than 
permanent (G) 
     
6. Total differently 
abled workers  
(F + G) 
     
 
21. Participation/Inclusion/Representation of women  
 
 Total  
(A) 
No. and percentage of Females 
No. (B) % (B / A) 
Board of Directors    
Key Management 
Personnel 
   
22. Turnover rate for permanent employees and workers  
(Disclose trends for the past 3 years) 
 
 FY _____ 
(Turnover rate in current FY) 
FY _____ 
(Turnover rate in 
previous FY) 
FY _____ 
(Turnover rate in the 
year prior to the 
previous FY)","""differently abled employees and workers"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_31_43,"13. Streamlining the process of IPOs with UPI in ASBA and redressal of Investor 
grievances55 
13.1. The following issues with the UPI system based on the consultation with market 
participants have been identified, which needs to be addressed: 
13.1.1. Delay in receipt of mandate by investors for blocking of funds due to 
systemic issues at Intermediaries/SCSBs. 
13.1.2. Failure to unblock funds for cancelled/withdrawn/deleted cases in the Stock 
Exchanges platform. 
13.1.3. Failure to unblock the funds in cases of partial allotment by the next 
working day from the finalization of basis of allotment (T+1). 
                                              
 
54 SEBI Circular No. SEBI/HO/CFD/DIL2/CIR/P/2019/76 dated June 28, 2019 
55 SEBI Circular No. SEBI/HO/CFD/DIL2/CIR/P/2021/2480/1/M dated March 16, 2021; SEBI Circular no. 
SEBI/HO/CFD/DIL2/P/CIR/2021/570 dated June 02, 2021; SEBI Circular no. 
SEBI/HO/CFD/DIL2/CIR/P/2022/51 dated April 20, 2022","""SEBI IPO UPI ASBA investor grievances"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_34_10","of the Securities and Exchange Board of 
India (Issue of Capital and Disclosure 
Requirements) Regulations, 2018. 
- 
7. Sale of shares held by promoter(s) / 
promoter group in the open market in any 
one of the following ways, subject to 
compliance with the conditions specified: 
 
i. Promoter(s) / Promoter group can use 
either the mechanism speci fied at Sl. No. 
7(i) or 7(ii) to comply with MPS 
requirements, but not both.   
 
                                                           
25SEBI/HO/CFD/PoD2/P/CIR/2023/18 dated February 03, 2023.  
 
The circular introduced two additional methods viz., Sl. No. 8 and 9, to the methods prescribed by circular dated 
February 22, 2018 and modified the method on open market sale by promoter / promoter group.","""SEBI regulations 2018 promoter group open market sale"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_224_1","lenders / by the borrowers for such loan or in case outstanding loans lent to a 
party or borrowed from a party become material on a cumulative basis; 
j) any other disclosures related to such agreements, viz., details of nominee on 
the board of directors of the listed entity, potential conflict of interest arising out 
of such agreements, etc.;  
k) in case of termination or amendment of agreement, listed entity shall disclose 
additional details to the stock exchange(s):   
i. name of parties to the agreement;  
ii. nature of the agreement;  
iii. date of execution of the agreement;   
iv. details of amendment and impact thereof or reasons of termination and 
impact thereof.  
 
6. Disruption of operations of any one or more units or division of the listed entity 
due to natural calamity (earthquake, flood, fire etc.), force majeure or events such 
as strikes, lockouts etc.:  
 
6.1. At the time of occurrence:  
a) expected quantum of loss/damage caused;","""Disclosure requirements for loan agreements and operational disruptions"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_107_7,"Page 108 of 132 
 
 
Graphical illustrative process of t he investor receiving and approving mandate 
request  
Block request SMS to investor Block request intimation through  UPI 
application","""investor mandate request process"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular on Surveillance of Securities Market.pdf_9_21,"3.4.2. Trading Window cl osure period under Clause 4 of S chedule B read with 
Regulation 9 of PIT Regulations  -  Framework for restricting trading by 
Designated P ersons (“DPs”) by freezing Permanent Account Number 
(PAN) at security level 
3.4.2.1. Clause 4 (1) of Schedule B read with Regulation 9 of PIT Regulations, 
inter-alia, states that “Designated persons may execute trades subject 
to compliance with these regulations. Towards this end, a notional 
trading window shall be used as an instrument of  monitoring the 
trading by the designated persons. The trading window shall be 
closed when the compliance officer determines that a designated 
person or class of designated persons can reasonably be expected to 
have possession of UPSI. Such closure shall b e imposed in relation 
to such securities to which such UPSI relates. Designated persons","""Trading window closure PIT Regulations"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_110_10,"Page 111 of 132 
 
 
2.2.4. The RII would be able to view the amount to be blocked as per his / her bid in such intimation. 
The RII would also be able to view an attachment wherein the IPO bid details submitted by RII 
will be visible. After reviewing t he details properly, RII would be required to  proceed to 
authorize the mandate. Such mandate raised by sponsor bank would be a one-time mandate 
for each application in the IPO. 
2.2.5. Upon successful validation of block request by the RII, as above, the said information would 
be electronically received by the RIIs’ bank, where the funds, equivalent to application amount, 
would get blocked in RIIs account. Intimation regarding confirmation of such block of funds in 
RIIs account would also be received by the RII. 
2.2.6. The information containing status of block request (e.g. – accepted / decline/ pending) would 
also be shared with the Sponsor Bank, which in turn would be shared with stock exchange. The","""ipo block request"""
